time,open,high,low,close,Volume
1769989500,25548.25,25571.75,25528,25532.75,2551
1769990400,25532.5,25607.25,25487,25584.5,4314
1769991300,25582.75,25634.25,25579,25612.75,2868
1769992200,25614,25645.75,25591,25623.75,2516
1769993100,25624.75,25634,25594.75,25605.5,1582
1769994000,25605.25,25637,25477,25496.25,4748
1769994900,25494.5,25547,25480.75,25526.75,4153
1769995800,25527.5,25531.25,25440.5,25449.25,5983
1769996700,25447.75,25457.25,25400,25407.25,6391
1769997600,25408.25,25449.75,25386.25,25421.75,5926
1769998500,25422,25443,25396.25,25421.75,2973
1769999400,25420.5,25448.75,25397.5,25427.75,1989
1770000300,25426,25432.5,25357.25,25367.75,4007
1770001200,25366.75,25386.75,25315,25340,3513
1770002100,25339.5,25367,25325.5,25332.75,3123
1770003000,25333.75,25343.5,25282.5,25298.5,4401
1770003900,25299,25326,25262.75,25278.75,4193
1770004800,25281.5,25286.75,25216.25,25254,5270
1770005700,25254.25,25332.25,25247.5,25310.5,4238
1770006600,25309.5,25376,25307.25,25368,3184
1770007500,25368,25372.75,25335,25341.75,2031
1770008400,25341.5,25348.5,25286.5,25310,3253
1770009300,25310,25322,25266,25273.75,2129
1770010200,25274.25,25279.75,25246,25254,3360
1770011100,25253.5,25282.75,25235.75,25250.75,2822
1770012000,25250,25274,25205.5,25206.25,2972
1770012900,25208.5,25250,25185.75,25246.25,3868
1770013800,25244,25257,25180.25,25226.75,3250
1770014700,25225,25237.75,25187.5,25232,2255
1770015600,25233,25307,25233,25277.5,5049
1770016500,25277.5,25305,25255,25300.75,2101
1770017400,25303,25321.75,25276.25,25292.75,2491
1770018300,25294.75,25351,25294.25,25348.5,2712
1770019200,25348.5,25394,25340.5,25372.25,3978
1770020100,25371.25,25402.75,25361.75,25390.5,2985
1770021000,25391,25419.5,25379.75,25405,2853
1770021900,25404.5,25426,25398.5,25401.75,1923
1770022800,25401.5,25409,25355.75,25388.75,3874
1770023700,25389,25458.5,25373,25438.75,3080
1770024600,25436.75,25463,25432.5,25444,2026
1770025500,25443.75,25459.25,25439,25454,1531
1770026400,25453.25,25473.5,25435.25,25444.5,1935
1770027300,25446,25463.5,25439.5,25448.75,1252
1770028200,25447.5,25452.5,25400.25,25404.5,2341
1770029100,25404.5,25420,25391.25,25406.5,1663
1770030000,25407.75,25442.75,25401,25439.75,2085
1770030900,25440.5,25458.5,25420,25458.25,1718
1770031800,25456,25472.25,25440,25466,2060
1770032700,25465,25491.25,25446,25452.25,2292
1770033600,25451,25483.25,25450,25477,2134
1770034500,25476.5,25514.75,25473.75,25509.75,5018
1770035400,25509.25,25524.25,25499.5,25521.25,2764
1770036300,25521.25,25527.25,25475.75,25487.75,2420
1770037200,25486.75,25497.5,25456,25492.5,3330
1770038100,25495,25501.75,25474.25,25478.5,2735
1770039000,25476.75,25494.75,25457.75,25494.75,3079
1770039900,25494,25540,25493.25,25529.25,3513
1770040800,25529.75,25546.75,25520.25,25539.5,4759
1770041700,25538.25,25547.25,25520.25,25542.25,5026
1770042600,25542.5,25732.75,25539.75,25720,51136
1770043500,25719.75,25799.5,25698.25,25749.25,30690
1770044400,25746.75,25878,25733,25874.25,26221
1770045300,25874.5,25912.25,25857.25,25866,22490
1770046200,25865.5,25906.5,25851.75,25874,17082
1770047100,25874.25,25875.25,25815.75,25840.5,16745
1770048000,25840.25,25857,25803,25855.5,12657
1770048900,25855.75,25898.75,25847.75,25893,12374
1770049800,25892.75,25900.25,25858.5,25868,8730
1770050700,25868.5,25905.25,25836,25893.5,11893
1770051600,25893.5,25924.5,25888.5,25905.25,10429
1770052500,25905.25,25920.75,25897.5,25915.5,7253
1770053400,25915.5,25932.5,25901.25,25911.5,6460
1770054300,25912,25941.75,25908,25923.5,6349
1770055200,25923.75,25936.75,25923,25925.5,4554
1770056100,25925.25,25928.5,25897.5,25911.5,6065
1770057000,25912,25932.5,25907.5,25926,5826
1770057900,25926,25949.5,25925,25941.75,6119
1770058800,25941.75,25945,25930.5,25931,5217
1770059700,25931,25940,25919,25922,4622
1770060600,25922.25,25922.25,25894.5,25906.25,7222
1770061500,25906,25911.5,25841.5,25847,10618
1770062400,25847.25,25900,25821.75,25870.5,17392
1770063300,25870,25897.25,25859.5,25864.25,10546
1770064200,25864,25867.5,25842.25,25848.5,9589
1770065100,25848,25864.5,25831.75,25856.5,21431
1770066000,25856.75,25896,25835.75,25876,11261
1770066900,25876.5,25888.75,25863.5,25884.5,2479
1770067800,25884,25891.75,25870,25872.75,1274
1770068700,25872.5,25884.75,25866,25873.25,1344
1770073200,25876.5,25935.75,25866.5,25916.5,2490
1770074100,25918.25,25940.5,25918.25,25938.25,993
1770075000,25937.75,25977,25932,25961.25,2281
1770075900,25960.75,25968.5,25945.75,25948.25,1025
1770076800,25947.75,25955,25913.5,25941,1680
1770077700,25941,25984.75,25935.5,25973.25,1780
1770078600,25972.25,25977.25,25951.25,25958.5,1030
